what,kind,bundleId,bundleVersion,description,time
error,log,,,"Exception occurred during problem detection:\r\n----------------------------------- SOURCE BEGIN -------------------------------------\r\npackage com.jc.b2b;\r\n\r\nimport java.util.ArrayList;\r\nimport java.util.LinkedList;\r\nimport java.util.List;\r\n\r\nimport org.apache.http.NameValuePair;\r\nimport org.apache.http.message.BasicNameValuePair;\r\n\r\nimport com.jc.b2b.RestoreCustomer.GetDataArray;\r\nimport com.jc.b2b.utils.InsertForm;\r\n\r\nimport android.os.Bundle;\r\nimport android.support.v4.app.Fragment;\r\nimport android.view.LayoutInflater;\r\nimport android.view.View;\r\nimport android.view.ViewGroup;\r\nimport android.view.View.OnClickListener;\r\nimport android.widget.ArrayAdapter;\r\nimport android.widget.Button;\r\nimport android.widget.CheckedTextView;\r\nimport android.widget.ListView;\r\nimport android.widget.Toast;\r\n\r\n/**\r\n * A simple {@link android.support.v4.app.Fragment} subclass.\r\n * \r\n */\r\npublic class RestoreSupplier extends Fragment {\r\n\tArrayList<String> email = new ArrayList<String>();\r\n\r\n\tArrayList<String> id = new ArrayList<String>();\r\n\tListView lv;\r\n\tButton bt;\r\n\tCheckedTextView cv;\r\n\r\n\tArrayAdapter<String> adapter;\r\n\tpublic RestoreSupplier() {\r\n\t\t// Required empty public constructor\r\n\t}\r\n\r\n\t@Override\r\n\tpublic View onCreateView(LayoutInflater inflater, ViewGroup container,\r\n\t\t\tBundle savedInstanceState) {\r\n\t\tView v= inflater.inflate(R.layout.fragment_restore_supplier, container,\r\n\t\t\t\tfalse);\r\n\t\tbt = (Button) v.findViewById(R.id.update);\r\n\t\tbt.setOnClickListener(new OnClickListener() {\r\n\r\n\t\t\t@Override\r\n\t\t\tpublic void onClick(View arg0) {\r\n\t\t\t\tList<NameValuePair> params = new LinkedList<NameValuePair>();\r\n\t\t\t\tparams.add(new BasicNameValuePair(""status"", ""activated""));\r\n\t\t\t\tboolean status=false;\r\n\t\t\t\tfor(int i=0;i<lv.getChildCount();i++)\r\n\t\t\t\t{\r\n\t\t\t\t\tif(lv.isItemChecked(i))\r\n\t\t\t\t\t{\r\n\t\t\t\t\t\tstatus=true;\r\n\t\t\t\t\t\tparams.add(new BasicNameValuePair(""id"",id.get(i)));\r\n\t\t\t\t\t}\r\n\t\t\t\t}\r\n\t\t\t\tif(!status)\r\n\t\t\t\t{\r\n\t\t\t\t\tToast.makeText(getActivity(), ""No item selected"", Toast.LENGTH_LONG)\r\n\t\t\t\t\t.show();\r\n\t\t\t\t}\r\n\t\t\t\telse\r\n\t\t\t\t{\r\n\t\t\t\tnew InsertForm(getActivity(),params).execute(""http://10.0.2.2:8080/B2B/setCustomerStatus.jsp"");\r\n\t\t\t\temail.clear();\r\n\r\n\t\t\t\tid.clear();\r\n\t\t\t\tList<NameValuePair> param = new LinkedList<NameValuePair>();\r\n\t\t\t\tparam.add(new BasicNameValuePair(""opt"", ""deac""));\r\n\t\t\t\tparam.add(new BasicNameValuePair(""usertype"", ""customer""));\r\n\r\n\t\t\t\tGetDataArray gda = new GetDataArray(getActivity(), param);\r\n\t\t\t\tgda.execute(""http://10.0.2.2:8080/B2B/getCustomerList.jsp"");\r\n\t\t\t\t}\r\n\t\t\t}\r\n\t\t});\r\n\t\tcv = (CheckedTextView) v.findViewById(R.id.checkList);\r\n\t\tcv.setOnClickListener(new OnClickListener() {\r\n\r\n\t\t\t@Override\r\n\t\t\tpublic void onClick(View arg0) {\r\n\t\t\t\tif (cv.isChecked()) {\r\n\t\t\t\t\tcv.setChecked(false);\r\n\t\t\t\t\tif (lv.getChildCount() > 0) {\r\n\t\t\t\t\t\tfor (int i = 0; i < lv.getChildCount(); i++) {\r\n\t\t\t\t\t\t\tlv.setItemChecked(i, false);\r\n\t\t\t\t\t\t}\r\n\t\t\t\t\t}\r\n\t\t\t\t} else {\r\n\t\t\t\t\tcv.setChecked(true);\r\n\t\t\t\t\tif (lv.getChildCount() > 0) {\r\n\t\t\t\t\t\tfor (int i = 0; i < lv.getChildCount(); i++) {\r\n\t\t\t\t\t\t\tlv.setItemChecked(i, true);\r\n\t\t\t\t\t\t}\r\n\t\t\t\t\t}\r\n\t\t\t\t}\r\n\r\n\t\t\t}\r\n\t\t});\r\n\t\tlv = (ListView) v.findViewById(R.id.list);\r\n\t\tlv.setChoiceMode(ListView.CHOICE_MODE_MULTIPLE);\r\n\r\n\t\tList<NameValuePair> params = new LinkedList<NameValuePair>();\r\n\t\tparams.add(new BasicNameValuePair(""opt"", ""deac""));\r\n\t\tparams.add(new BasicNameValuePair(""usertype"", ""customer""));\r\n\r\n\t\tGetDataArray gda = new GetDataArray(getActivity(), params);\r\n\t\tgda.execute(""http://10.0.2.2:8080/B2B/getCustomerList.jsp"");\r\n\r\n\t\tadapter = new ArrayAdapter<String>(getActivity(),\r\n\t\t\t\tandroid.R.layout.simple_list_item_multiple_choice, email);\r\n\t\tlv.setAdapter(adapter);\r\n\t\treturn v;\r\n\t}\r\n\r\n}\r\n\r\n----------------------------------- SOURCE END -------------------------------------",1368724442570
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.ui"".",1368724442572
error,log,,,"Error in JDT Core during reconcile",1368724442572
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.ui"".",1368724442584
error,log,,,"Error in JDT Core during AST creation",1368724442584
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.ui"".",1368724442595
error,log,,,"Error in JDT Core during AST creation",1368724442595
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1368724443005
error,log,,,"Errors occurred during the build.",1368724443398
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368724443452
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368724443606
